Name,Category,Price,Quality
LegendsLegends,Deportes,16505,53
LegendsLegends,Simulación,31435,47
QuestDragon,Deportes,42718,2
WarriorEmpire,Deportes,49324,70
QuestQuest,Simulación,26635,63
WarriorDragon,Deportes,53619,71
GalaxyQuest,Aventura,31628,41
EmpireWarrior,RPG,44414,80
DragonDragon,Aventura,15169,16
DragonLegends,Deportes,2478,64
GalaxyDragon,Simulación,29346,32
LegendsWarrior,Deportes,24765,78
DragonDragon,Simulación,29707,38
LegendsGalaxy,Acción,16615,2
DragonGalaxy,Deportes,61544,12
DragonGalaxy,Simulación,57748,88
GalaxyGalaxy,RPG,64963,83
QuestEmpire,Aventura,57851,38
WarriorQuest,Deportes,24868,5
LegendsQuest,Acción,59467,69
LegendsQuest,Estrategia,31259,29
QuestQuest,Estrategia,50339,76
LegendsDragon,Acción,54704,78
LegendsWarrior,Aventura,20034,8
DragonEmpire,Estrategia,29487,47
QuestWarrior,Aventura,43179,45
LegendsDragon,Estrategia,40683,0
LegendsDragon,Estrategia,16652,45
EmpireQuest,RPG,11816,51
QuestGalaxy,Simulación,38679,4
QuestDragon,Acción,30386,56
EmpireWarrior,Simulación,67132,19
GalaxyGalaxy,Simulación,18537,31
WarriorWarrior,Estrategia,22658,78
DragonWarrior,Deportes,42582,12
WarriorQuest,RPG,57015,15
LegendsWarrior,Estrategia,37148,26
QuestQuest,Estrategia,42206,51
WarriorWarrior,Simulación,4836,7
LegendsDragon,RPG,13717,27
LegendsDragon,RPG,21266,56
GalaxyGalaxy,Deportes,15995,6
QuestEmpire,Aventura,19043,60
GalaxyEmpire,Deportes,63978,25
QuestLegends,Deportes,39000,45
DragonQuest,RPG,30721,33
WarriorQuest,Aventura,7099,35
LegendsQuest,RPG,56579,53
DragonWarrior,RPG,11401,38
EmpireQuest,Acción,22928,0
EmpireEmpire,RPG,39171,83
EmpireQuest,RPG,34545,75
DragonLegends,RPG,51991,7
GalaxyGalaxy,RPG,62264,71
QuestDragon,Aventura,14747,37
QuestWarrior,Estrategia,29800,90
DragonWarrior,Deportes,25943,92
DragonDragon,Simulación,23332,80
LegendsQuest,Estrategia,24372,40
EmpireEmpire,Simulación,14619,37
GalaxyEmpire,Acción,52747,69
LegendsQuest,RPG,19864,45
DragonGalaxy,Aventura,27331,100
DragonQuest,Estrategia,42396,9
LegendsLegends,Estrategia,68281,80
GalaxyQuest,Aventura,23986,47
EmpireGalaxy,Acción,47448,30
LegendsGalaxy,Simulación,63994,8
EmpireDragon,Aventura,42167,69
LegendsGalaxy,RPG,15409,86
GalaxyWarrior,Acción,20533,75
QuestWarrior,Simulación,19476,94
WarriorDragon,RPG,67668,71
GalaxyQuest,Estrategia,44693,43
DragonEmpire,Simulación,38193,96
LegendsQuest,Acción,22931,38
DragonLegends,Deportes,45800,79
QuestDragon,Acción,57980,31
EmpireWarrior,Aventura,63915,14
LegendsEmpire,RPG,570,19
GalaxyLegends,Estrategia,28586,65
WarriorWarrior,Simulación,54451,26
GalaxyWarrior,Acción,57588,21
DragonWarrior,Deportes,42563,13
QuestQuest,Deportes,12675,48
QuestGalaxy,RPG,31148,51
LegendsDragon,Estrategia,473,8
GalaxyEmpire,Acción,47843,38
LegendsDragon,Acción,1913,3
QuestLegends,RPG,61714,93
QuestDragon,Aventura,7145,84
LegendsWarrior,Estrategia,39124,3
WarriorLegends,Aventura,67598,93
LegendsQuest,RPG,52621,55
WarriorLegends,Estrategia,864,42
GalaxyQuest,Simulación,63380,54
LegendsLegends,Estrategia,40431,93
QuestWarrior,Estrategia,32675,42
QuestEmpire,RPG,23587,82
QuestLegends,Simulación,32090,20
DragonQuest,Acción,15240,0
EmpireQuest,Simulación,49319,99
QuestQuest,Estrategia,36796,58
GalaxyDragon,Simulación,51480,4
WarriorQuest,Estrategia,31171,77
EmpireLegends,RPG,43169,72
LegendsEmpire,RPG,69413,63
QuestLegends,Estrategia,10052,99
EmpireDragon,Aventura,58720,29
WarriorQuest,RPG,16870,55
QuestDragon,Estrategia,62320,52
GalaxyGalaxy,Acción,49936,36
QuestEmpire,Aventura,8599,37
GalaxyEmpire,Simulación,31612,60
DragonEmpire,Simulación,35427,43
DragonWarrior,Deportes,2739,61
QuestWarrior,Aventura,44425,95
LegendsGalaxy,Deportes,22954,61
WarriorLegends,Simulación,22543,97
QuestDragon,Estrategia,34298,31
LegendsQuest,Deportes,28613,19
EmpireLegends,Aventura,57515,53
EmpireWarrior,Simulación,63052,11
QuestLegends,Estrategia,35498,60
GalaxyQuest,Deportes,8748,30
GalaxyLegends,Estrategia,42565,32
WarriorGalaxy,Aventura,7616,90
LegendsQuest,RPG,52478,43
LegendsEmpire,Estrategia,19225,20
EmpireGalaxy,Simulación,23409,84
GalaxyWarrior,Deportes,10546,29
DragonQuest,Simulación,2425,21
QuestWarrior,Deportes,5221,21
QuestQuest,Aventura,6779,79
QuestQuest,Acción,2343,38
GalaxyDragon,Estrategia,7532,12
LegendsDragon,Simulación,51318,56
QuestEmpire,Deportes,42915,43
QuestGalaxy,Aventura,38195,60
DragonWarrior,RPG,16197,24
LegendsEmpire,Simulación,7479,99
DragonWarrior,Deportes,33689,96
QuestGalaxy,Simulación,3637,63
QuestWarrior,Acción,24739,96
GalaxyLegends,Aventura,9244,96
DragonQuest,Acción,54262,35
WarriorGalaxy,Aventura,6046,78
GalaxyWarrior,Simulación,49285,71
DragonDragon,Simulación,15935,96
EmpireEmpire,Aventura,13886,39
EmpireGalaxy,Simulación,13540,94
GalaxyQuest,Simulación,13476,72
EmpireWarrior,RPG,20680,100
QuestQuest,Simulación,23949,19
QuestGalaxy,RPG,63189,25
LegendsWarrior,RPG,1527,18
QuestQuest,RPG,50387,11
QuestLegends,Aventura,62274,48
DragonLegends,Aventura,54259,100
QuestEmpire,Simulación,7251,8
DragonGalaxy,Acción,20649,73
LegendsDragon,Deportes,48420,84
GalaxyEmpire,Aventura,4385,14
LegendsWarrior,RPG,36995,3
WarriorGalaxy,Deportes,57704,64
DragonLegends,RPG,25268,50
LegendsLegends,Estrategia,63867,3
GalaxyLegends,Acción,25597,76
EmpireLegends,Aventura,52153,15
GalaxyWarrior,RPG,21422,36
WarriorEmpire,Acción,35288,79
QuestDragon,RPG,41175,92
LegendsWarrior,Simulación,46639,78
WarriorQuest,Deportes,50682,48
LegendsWarrior,Estrategia,40177,66
DragonWarrior,Estrategia,17537,90
WarriorDragon,RPG,39549,52
WarriorEmpire,Deportes,41319,77
GalaxyWarrior,RPG,39982,84
GalaxyGalaxy,RPG,3763,59
QuestGalaxy,Aventura,28799,38
EmpireWarrior,Simulación,52621,21
GalaxyWarrior,Estrategia,31758,6
GalaxyQuest,Estrategia,33599,34
QuestDragon,Aventura,38100,97
DragonQuest,Deportes,48797,41
GalaxyLegends,Deportes,22473,76
LegendsWarrior,Simulación,10320,15
EmpireQuest,Deportes,62199,24
WarriorEmpire,RPG,44130,77
GalaxyLegends,RPG,66818,11
DragonQuest,Deportes,52964,53
DragonEmpire,Simulación,7642,41
QuestLegends,RPG,16125,26
LegendsDragon,Aventura,61600,35
QuestEmpire,RPG,43439,84
DragonGalaxy,Deportes,23396,49
DragonWarrior,Aventura,12619,38
GalaxyLegends,Deportes,44969,71
WarriorQuest,Acción,38695,80
GalaxyQuest,RPG,11631,22
EmpireLegends,Estrategia,33594,25
EmpireQuest,Acción,44578,90
LegendsQuest,RPG,15385,56
LegendsDragon,Estrategia,66562,59
EmpireWarrior,Acción,19577,91
LegendsLegends,Aventura,40877,90
DragonQuest,Aventura,1005,38
DragonEmpire,Acción,24165,12
QuestDragon,Estrategia,28279,88
WarriorWarrior,Aventura,16614,73
GalaxyEmpire,Deportes,16864,47
EmpireEmpire,Acción,34891,42
LegendsDragon,Acción,16288,78
WarriorLegends,Acción,14991,87
GalaxyWarrior,Acción,5813,93
QuestWarrior,RPG,3856,56
GalaxyDragon,Deportes,11286,8
EmpireDragon,Acción,19731,43
WarriorEmpire,Estrategia,19052,23
WarriorDragon,Deportes,66503,79
LegendsLegends,Acción,8040,53
QuestGalaxy,Acción,10769,89
LegendsWarrior,Estrategia,13341,20
LegendsGalaxy,Aventura,62407,30
DragonGalaxy,Estrategia,19902,47
WarriorWarrior,RPG,3662,54
LegendsQuest,Acción,39483,52
DragonWarrior,Deportes,5591,42
EmpireEmpire,RPG,30333,79
DragonGalaxy,Acción,5588,40
QuestGalaxy,Estrategia,26381,100
LegendsEmpire,Estrategia,1568,86
WarriorLegends,Simulación,6815,95
QuestEmpire,Aventura,26755,53
WarriorWarrior,Aventura,9463,19
QuestEmpire,Estrategia,45627,90
EmpireEmpire,Deportes,54032,91
LegendsQuest,RPG,33962,38
QuestDragon,Deportes,22060,60
DragonGalaxy,RPG,21095,1
QuestWarrior,Simulación,32945,51
GalaxyWarrior,RPG,51883,11
WarriorGalaxy,RPG,3076,47
WarriorLegends,Aventura,42308,83
GalaxyWarrior,Estrategia,63522,86
WarriorWarrior,Acción,53487,85
EmpireWarrior,Deportes,48653,77
WarriorWarrior,Estrategia,37570,66
QuestEmpire,RPG,52900,77
LegendsEmpire,RPG,45205,33
WarriorEmpire,Simulación,13334,12
GalaxyGalaxy,Aventura,64735,62
EmpireGalaxy,Deportes,64586,92
EmpireQuest,Deportes,46227,66
QuestGalaxy,Estrategia,21372,20
LegendsQuest,Estrategia,11416,21
GalaxyGalaxy,Deportes,51618,28
GalaxyWarrior,Aventura,21162,13
GalaxyLegends,Deportes,27596,91
WarriorGalaxy,Aventura,64573,87
EmpireEmpire,RPG,20659,40
QuestEmpire,Estrategia,31443,27
EmpireDragon,RPG,14119,36
QuestGalaxy,Deportes,30090,10
LegendsLegends,RPG,64261,47
QuestQuest,Acción,5810,89
EmpireGalaxy,Aventura,56873,4
DragonWarrior,Deportes,64229,86
GalaxyGalaxy,Simulación,41032,55
LegendsDragon,Deportes,39005,94
GalaxyLegends,Simulación,7202,85
DragonDragon,Deportes,23780,0
EmpireDragon,Aventura,60251,45
QuestWarrior,Estrategia,31801,87
WarriorDragon,Acción,13981,51
QuestWarrior,Estrategia,31207,91
QuestLegends,Acción,9381,93
LegendsQuest,Deportes,51222,70
LegendsEmpire,Aventura,68015,97
WarriorQuest,Simulación,64858,99
EmpireEmpire,Simulación,69965,8
LegendsEmpire,Estrategia,37918,95
LegendsWarrior,RPG,14479,88
EmpireEmpire,Estrategia,28162,88
WarriorEmpire,Estrategia,862,100
DragonDragon,RPG,22328,9
WarriorEmpire,Deportes,4273,57
WarriorQuest,Acción,5653,68
DragonQuest,Simulación,62033,63
QuestDragon,Deportes,59664,66
DragonDragon,Simulación,1208,90
LegendsQuest,Aventura,43288,40
QuestDragon,Aventura,50185,40
EmpireQuest,Aventura,18803,58
DragonLegends,Acción,20326,71
GalaxyWarrior,Estrategia,11959,79
GalaxyQuest,Acción,15127,97
EmpireEmpire,Acción,56153,80
WarriorQuest,Simulación,12624,6
GalaxyEmpire,Estrategia,61412,52
LegendsQuest,Simulación,29839,79
LegendsGalaxy,Acción,13324,17
GalaxyGalaxy,Deportes,56546,24
QuestLegends,Deportes,51048,53
LegendsDragon,Deportes,39079,54
EmpireLegends,Estrategia,32815,28
DragonQuest,Deportes,6036,90
GalaxyGalaxy,Deportes,59297,26
EmpireDragon,RPG,55163,89
QuestLegends,Deportes,32875,19
WarriorDragon,Estrategia,66654,71
QuestEmpire,Simulación,7534,34
EmpireEmpire,Estrategia,50967,22
DragonGalaxy,Aventura,25011,57
QuestWarrior,RPG,30519,53
EmpireWarrior,Estrategia,63389,10
QuestWarrior,Aventura,6606,51
GalaxyWarrior,Simulación,56412,88
LegendsWarrior,RPG,54445,13
GalaxyGalaxy,RPG,563,87
QuestWarrior,RPG,29224,0
GalaxyLegends,Aventura,34845,57
WarriorGalaxy,Aventura,44098,52
QuestEmpire,Deportes,14516,86
QuestLegends,Deportes,23435,13
QuestWarrior,Deportes,54143,77
WarriorEmpire,Estrategia,31025,22
GalaxyQuest,RPG,65957,57
GalaxyQuest,Acción,9848,18
QuestGalaxy,Deportes,12576,98
WarriorLegends,RPG,40081,41
WarriorQuest,Deportes,65167,41
WarriorEmpire,RPG,37997,0
GalaxyWarrior,Estrategia,6714,27
GalaxyWarrior,Acción,26582,69
WarriorWarrior,Estrategia,24698,19
WarriorQuest,Estrategia,52523,11
LegendsGalaxy,Simulación,50938,19
DragonWarrior,Aventura,50236,89
EmpireWarrior,Simulación,7216,81
QuestDragon,Simulación,20383,69
GalaxyQuest,Acción,35056,29
DragonQuest,Simulación,4025,22
WarriorDragon,Deportes,47653,6
DragonQuest,Acción,37524,63
GalaxyLegends,Deportes,10138,86
LegendsLegends,Estrategia,66056,82
QuestEmpire,Estrategia,34768,24
QuestQuest,Aventura,10339,55
WarriorGalaxy,Aventura,67553,42
LegendsQuest,Deportes,31607,44
LegendsEmpire,Deportes,37192,60
LegendsDragon,Simulación,44677,95
DragonLegends,Deportes,33728,22
GalaxyWarrior,Estrategia,57590,31
GalaxyEmpire,Deportes,51783,82
DragonDragon,Aventura,24860,50
GalaxyEmpire,Aventura,47541,59
GalaxyWarrior,Estrategia,41360,47
WarriorDragon,Acción,37460,3
EmpireQuest,RPG,33311,15
GalaxyGalaxy,Deportes,4895,94
WarriorQuest,Simulación,6576,53
DragonGalaxy,Deportes,4280,73
QuestQuest,Estrategia,54092,51
EmpireQuest,Deportes,24252,24
QuestQuest,Acción,43022,4
EmpireEmpire,Acción,39802,36
WarriorLegends,Estrategia,23900,47
GalaxyEmpire,Acción,2076,63
WarriorDragon,RPG,27356,77
EmpireEmpire,Aventura,3565,17
GalaxyWarrior,Simulación,6387,59
GalaxyLegends,Aventura,68886,54
GalaxyLegends,Simulación,49720,76
QuestWarrior,RPG,16441,8
EmpireGalaxy,Aventura,6317,76
WarriorDragon,Simulación,68699,96
GalaxyEmpire,Deportes,54774,80
LegendsDragon,Simulación,5669,32
LegendsEmpire,Deportes,50648,47
QuestDragon,Deportes,44880,81
GalaxyWarrior,Estrategia,16083,56
EmpireDragon,Aventura,4116,57
LegendsWarrior,Deportes,43329,71
GalaxyEmpire,Acción,57073,31
DragonWarrior,Simulación,14686,26
QuestEmpire,Simulación,5526,48
EmpireLegends,RPG,25680,67
LegendsDragon,Acción,51445,91
EmpireWarrior,Simulación,19882,88
GalaxyWarrior,Deportes,55104,69
LegendsDragon,Aventura,45233,14
WarriorDragon,RPG,57313,48
QuestLegends,Estrategia,53349,77
QuestEmpire,RPG,29000,27
LegendsLegends,Deportes,3226,82
DragonDragon,Deportes,20715,45
QuestDragon,Aventura,1280,15
LegendsDragon,Aventura,30756,87
WarriorQuest,Aventura,53252,35
EmpireQuest,Acción,59753,83
WarriorEmpire,Simulación,30729,12
QuestDragon,Acción,13899,57
QuestDragon,Deportes,66179,85
LegendsQuest,Aventura,52275,60
GalaxyWarrior,Estrategia,58327,52
WarriorLegends,Simulación,18971,8
QuestWarrior,Simulación,18454,98
LegendsGalaxy,Estrategia,17259,75
WarriorEmpire,Simulación,40002,80
EmpireDragon,Simulación,31792,65
QuestEmpire,Acción,34213,19
DragonGalaxy,Aventura,12132,72
EmpireQuest,Simulación,55934,22
LegendsDragon,Acción,67300,2
LegendsLegends,Estrategia,69708,16
DragonWarrior,Estrategia,6757,84
DragonLegends,Acción,66055,48
DragonGalaxy,Simulación,65980,0
GalaxyLegends,Estrategia,58326,61
WarriorDragon,Simulación,43487,20
WarriorWarrior,Deportes,51279,93
GalaxyEmpire,RPG,32357,89
WarriorQuest,Estrategia,64196,74
GalaxyQuest,Acción,64640,20
LegendsQuest,Deportes,11319,21
DragonEmpire,RPG,42143,8
WarriorLegends,Deportes,14382,55
DragonDragon,RPG,9021,91
DragonWarrior,Estrategia,52985,83
DragonQuest,Simulación,40049,70
LegendsDragon,RPG,13643,100
LegendsQuest,Aventura,46193,62
LegendsDragon,Simulación,51916,92
QuestEmpire,Aventura,11236,54
QuestLegends,Estrategia,52907,23
DragonQuest,Acción,30277,13
GalaxyDragon,Deportes,53834,38
WarriorGalaxy,Aventura,43710,96
WarriorDragon,Acción,10078,67
DragonEmpire,RPG,59825,8
EmpireDragon,Simulación,46536,82
EmpireDragon,RPG,66010,37
EmpireEmpire,Simulación,18483,65
EmpireLegends,Acción,62148,10
WarriorQuest,Acción,23657,64
QuestEmpire,Simulación,49156,99
WarriorEmpire,Aventura,12577,37
GalaxyLegends,Deportes,5423,83
QuestEmpire,Acción,59998,2
EmpireWarrior,Estrategia,50518,81
WarriorDragon,Deportes,14656,68
GalaxyDragon,Estrategia,30607,23
QuestWarrior,Estrategia,52162,84
QuestEmpire,Acción,56431,14
EmpireEmpire,RPG,10215,50
GalaxyWarrior,Aventura,22938,14
QuestWarrior,Estrategia,4946,20
WarriorLegends,Deportes,26070,4
WarriorWarrior,Acción,69719,75
EmpireWarrior,Simulación,20270,43
DragonEmpire,Aventura,24176,29
WarriorEmpire,Acción,36538,25
DragonLegends,Estrategia,49831,35
GalaxyLegends,Deportes,49723,62
DragonLegends,Acción,65788,27
DragonGalaxy,Acción,59444,16
GalaxyEmpire,RPG,42703,35
GalaxyWarrior,Simulación,22187,98
GalaxyGalaxy,Estrategia,33282,22
DragonQuest,Estrategia,44841,76
WarriorWarrior,Deportes,60117,66
LegendsLegends,Deportes,56125,37
WarriorQuest,Aventura,47058,39
EmpireWarrior,Simulación,20718,59
EmpireEmpire,Simulación,13769,60
WarriorWarrior,Acción,38386,41
QuestQuest,Deportes,68324,57
WarriorEmpire,RPG,35236,57
WarriorEmpire,Simulación,29724,69
EmpireEmpire,Simulación,65168,31
GalaxyQuest,Aventura,48320,42
DragonQuest,Simulación,37421,31
WarriorQuest,Aventura,2852,54
DragonQuest,Acción,30186,96
GalaxyWarrior,Estrategia,8280,94
QuestQuest,Deportes,43990,99
LegendsGalaxy,Deportes,36612,59
QuestDragon,Simulación,35447,23
QuestGalaxy,Deportes,28164,35
QuestQuest,Deportes,41978,52
DragonQuest,Estrategia,25450,83
GalaxyEmpire,Estrategia,16721,98
WarriorLegends,Deportes,15482,100
DragonGalaxy,Simulación,56755,57
GalaxyEmpire,Aventura,50009,51
WarriorGalaxy,Simulación,39592,75
QuestWarrior,Aventura,28522,24
QuestEmpire,Acción,26569,33
DragonQuest,Estrategia,32901,80
DragonWarrior,Estrategia,44818,65
GalaxyQuest,Estrategia,59152,58
QuestGalaxy,Estrategia,38680,22
EmpireQuest,Simulación,47394,21
WarriorLegends,Simulación,18910,56
EmpireWarrior,Estrategia,4366,64
DragonLegends,Simulación,53277,39
DragonLegends,Aventura,22947,63
LegendsQuest,Deportes,737,44
QuestLegends,Deportes,43511,73
WarriorWarrior,Estrategia,7155,23
LegendsDragon,Aventura,21559,44
DragonEmpire,Estrategia,32256,0
EmpireGalaxy,Estrategia,24011,46
LegendsQuest,Deportes,67371,79
GalaxyWarrior,Deportes,19973,57
EmpireDragon,RPG,64678,90
LegendsGalaxy,RPG,8849,87
LegendsWarrior,Acción,11233,11
WarriorLegends,Simulación,39633,76
EmpireDragon,RPG,12629,49
DragonGalaxy,Acción,57311,76
EmpireDragon,Simulación,24260,74
QuestWarrior,Aventura,57635,93
QuestGalaxy,Acción,20433,86
LegendsQuest,Deportes,66957,47
DragonDragon,Aventura,42733,98
QuestEmpire,RPG,68523,51
EmpireGalaxy,RPG,35221,56
LegendsGalaxy,Acción,2026,30
GalaxyLegends,Acción,15585,96
LegendsDragon,Acción,60842,78
WarriorGalaxy,Simulación,35500,38
LegendsGalaxy,Estrategia,49136,6
QuestLegends,Deportes,14431,43
DragonEmpire,Estrategia,22998,83
GalaxyQuest,Estrategia,59220,83
QuestEmpire,Acción,50382,50
GalaxyEmpire,Acción,22238,85
DragonWarrior,Estrategia,62774,88
EmpireWarrior,Estrategia,51040,67
WarriorWarrior,Estrategia,55824,82
EmpireGalaxy,RPG,31263,77
EmpireDragon,Deportes,11590,92
GalaxyQuest,RPG,50092,95
QuestLegends,Simulación,1064,93
DragonWarrior,Aventura,22148,51
QuestEmpire,Acción,29121,25
WarriorEmpire,RPG,25922,23
WarriorWarrior,Estrategia,32001,53
DragonGalaxy,Simulación,30765,89
DragonDragon,RPG,28456,73
EmpireEmpire,Deportes,43432,35
LegendsWarrior,Simulación,46139,93
GalaxyLegends,Deportes,3139,42
GalaxyGalaxy,Deportes,59054,27
EmpireWarrior,Estrategia,47810,35
DragonGalaxy,Estrategia,18141,55
EmpireWarrior,Deportes,58512,88
DragonDragon,Deportes,8998,16
QuestQuest,RPG,28521,95
QuestWarrior,Estrategia,51272,56
QuestGalaxy,Simulación,54294,24
GalaxyLegends,RPG,4002,22
DragonLegends,RPG,42051,100
EmpireEmpire,Aventura,64340,5
LegendsEmpire,RPG,55287,13
WarriorLegends,RPG,41722,6
QuestLegends,Simulación,34715,19
DragonEmpire,Acción,55021,3
LegendsDragon,Acción,6668,94
WarriorDragon,Simulación,58740,94
DragonLegends,Acción,25848,0
LegendsQuest,Deportes,9706,53
EmpireLegends,Simulación,26526,85
LegendsEmpire,Deportes,65714,87
GalaxyGalaxy,Aventura,59297,11
GalaxyLegends,Deportes,46889,65
LegendsLegends,RPG,20284,71
DragonWarrior,Acción,38522,75
EmpireDragon,Simulación,15125,58
EmpireGalaxy,Aventura,17653,9
QuestDragon,Aventura,53932,39
QuestGalaxy,Aventura,36714,66
EmpireDragon,Estrategia,48009,13
LegendsWarrior,RPG,9690,82
GalaxyWarrior,Acción,24230,19
WarriorGalaxy,Simulación,62276,89
DragonWarrior,Acción,29016,66
QuestGalaxy,Aventura,28459,76
DragonDragon,Deportes,42374,62
WarriorDragon,Acción,13283,53
QuestWarrior,Simulación,13114,54
GalaxyWarrior,Estrategia,15884,29
EmpireWarrior,Acción,5620,8
WarriorWarrior,Estrategia,24480,39
EmpireWarrior,Acción,11669,14
WarriorDragon,Acción,21903,80
DragonDragon,Acción,21984,81
QuestQuest,Acción,23111,26
QuestEmpire,Estrategia,66772,69
DragonQuest,Deportes,45608,70
QuestWarrior,Deportes,58920,43
WarriorQuest,Deportes,64508,40
WarriorLegends,Acción,33275,2
QuestEmpire,RPG,49387,90
EmpireLegends,Aventura,38936,71
LegendsWarrior,Aventura,26486,35
EmpireEmpire,Simulación,11693,8
LegendsGalaxy,Simulación,19844,45
DragonWarrior,Acción,51788,51
LegendsQuest,Deportes,67084,3
QuestGalaxy,Simulación,20651,16
EmpireQuest,Aventura,48530,15
WarriorLegends,Simulación,49654,12
GalaxyQuest,Aventura,68452,92
QuestLegends,Simulación,52441,20
EmpireQuest,Aventura,67590,19
WarriorGalaxy,Aventura,13418,31
QuestQuest,Simulación,69269,33
EmpireLegends,Deportes,23002,85
QuestDragon,RPG,39848,57
DragonLegends,RPG,42909,31
GalaxyWarrior,Aventura,61897,71
LegendsGalaxy,Deportes,32268,28
GalaxyEmpire,Acción,27912,26
EmpireWarrior,Simulación,60028,74
DragonGalaxy,Acción,58358,27
GalaxyEmpire,Acción,56814,11
QuestDragon,Estrategia,53369,10
EmpireGalaxy,Deportes,34526,35
WarriorGalaxy,Deportes,58317,3
LegendsLegends,Estrategia,53911,1
LegendsWarrior,Acción,37549,97
DragonDragon,RPG,61889,66
QuestEmpire,Simulación,53805,34
GalaxyGalaxy,Estrategia,16783,82
EmpireGalaxy,Deportes,24917,52
WarriorQuest,Estrategia,25443,2
LegendsDragon,Acción,46225,4
LegendsDragon,Deportes,52782,93
GalaxyWarrior,Deportes,64811,42
QuestGalaxy,Simulación,31703,9
DragonGalaxy,Estrategia,20779,94
LegendsQuest,Simulación,8206,75
WarriorGalaxy,Acción,34243,34
QuestGalaxy,Acción,23072,5
QuestEmpire,RPG,33729,33
GalaxyLegends,Estrategia,59771,3
DragonDragon,Deportes,1842,55
LegendsGalaxy,Deportes,3818,71
DragonGalaxy,RPG,11247,50
EmpireLegends,Simulación,4427,82
QuestDragon,Aventura,61108,93
LegendsEmpire,Acción,25658,95
EmpireLegends,Estrategia,35146,71
GalaxyLegends,Simulación,60756,27
QuestDragon,Deportes,878,29
WarriorLegends,Aventura,69417,9
DragonEmpire,Simulación,4769,14
DragonWarrior,Acción,47018,70
LegendsDragon,Acción,56093,15
WarriorLegends,Aventura,5266,63
WarriorEmpire,Deportes,4677,51
EmpireEmpire,RPG,25866,72
DragonLegends,Estrategia,8207,87
QuestQuest,RPG,65670,61
LegendsDragon,Estrategia,16101,43
WarriorEmpire,Simulación,37108,74
DragonGalaxy,Simulación,2090,25
GalaxyLegends,Acción,67370,89
GalaxyWarrior,Simulación,18055,64
QuestQuest,Deportes,31881,85
EmpireWarrior,Simulación,36252,80
WarriorLegends,Deportes,10076,100
DragonEmpire,Estrategia,29579,47
QuestDragon,Acción,49133,18
QuestGalaxy,RPG,21937,56
QuestDragon,Aventura,49608,84
DragonLegends,RPG,61634,1
DragonEmpire,Acción,39275,93
LegendsGalaxy,Acción,69196,22
EmpireGalaxy,Acción,69920,15
WarriorGalaxy,RPG,10722,69
DragonLegends,RPG,2431,96
DragonGalaxy,Simulación,3115,30
LegendsQuest,Estrategia,65460,42
QuestGalaxy,Deportes,28712,25
WarriorEmpire,Aventura,17619,52
LegendsQuest,Acción,53627,0
DragonEmpire,Estrategia,43936,99
GalaxyLegends,Simulación,24211,98
DragonEmpire,Estrategia,41460,27
QuestEmpire,RPG,58517,94
DragonQuest,Deportes,40462,53
EmpireLegends,Acción,23135,78
WarriorWarrior,Aventura,32903,32
EmpireWarrior,Estrategia,52038,0
EmpireQuest,Deportes,49474,24
WarriorGalaxy,Estrategia,23655,26
GalaxyEmpire,Aventura,1132,21
LegendsWarrior,Acción,20807,65
DragonGalaxy,Acción,1970,37
EmpireDragon,Acción,50632,65
DragonLegends,Acción,23735,77
GalaxyEmpire,Acción,15548,49
WarriorQuest,Simulación,9365,39
QuestQuest,Acción,16286,61
DragonLegends,Simulación,41897,48
EmpireGalaxy,Deportes,16735,83
QuestEmpire,Aventura,55567,79
QuestWarrior,Deportes,11832,38
QuestQuest,Deportes,16106,61
EmpireEmpire,RPG,26129,85
LegendsQuest,Aventura,49757,62
WarriorWarrior,Estrategia,4072,15
LegendsDragon,Deportes,49126,42
EmpireWarrior,Estrategia,13859,67
LegendsGalaxy,Aventura,11573,70
EmpireQuest,Aventura,45356,27
WarriorWarrior,Aventura,18794,90
EmpireWarrior,Deportes,38711,10
QuestWarrior,Estrategia,8696,80
GalaxyWarrior,RPG,24662,90
EmpireEmpire,Acción,19657,23
GalaxyDragon,Deportes,37694,1
LegendsWarrior,Estrategia,46953,96
QuestQuest,Deportes,67139,38
LegendsEmpire,Simulación,22010,16
DragonQuest,Estrategia,28146,72
DragonGalaxy,Simulación,37013,45
DragonDragon,Estrategia,7200,73
LegendsGalaxy,Aventura,45923,94
WarriorDragon,Deportes,50288,63
GalaxyQuest,Deportes,37041,53
DragonEmpire,Aventura,30029,96
EmpireWarrior,RPG,38083,88
EmpireEmpire,Aventura,36135,80
DragonLegends,Deportes,67464,94
DragonGalaxy,Acción,47807,79
QuestDragon,Aventura,10579,44
QuestWarrior,Acción,36861,78
EmpireEmpire,Simulación,55543,35
EmpireDragon,Simulación,7603,42
LegendsLegends,RPG,54823,23
QuestDragon,Aventura,45137,97
LegendsDragon,Acción,59422,18
GalaxyGalaxy,Acción,9289,91
EmpireDragon,Simulación,59933,19
EmpireDragon,Deportes,7314,61
QuestQuest,RPG,21457,40
DragonEmpire,Simulación,17525,6
GalaxyLegends,Simulación,39542,33
EmpireQuest,Estrategia,61827,89
QuestEmpire,Estrategia,49823,69
LegendsGalaxy,Estrategia,68545,28
GalaxyDragon,Acción,68046,67
LegendsQuest,Deportes,4435,36
QuestDragon,Deportes,11357,25
LegendsQuest,Simulación,69831,1
WarriorEmpire,Deportes,3986,59
